x0,x1,x2,x3,x4,x5,x6,batch_id,cand_index,role,pred_log_fom,pred_rank_in_batch,ckpt_step,fom,fom_error,fom_seconds
6.5896115207079085,127.57207050716563,6.429814079569201,5.711296409873809,5.334248522323261,116.22503350355659,128.24434926011665,0,16,candidate,72.38451143168645,10,2500,2.567457318226519e+31,,13.780547100002877
5.139233165394402,133.87725992618303,7.889426333078529,7.679433244433154,8.315839522723236,129.12994376256242,125.54001395886979,0,17,candidate,72.28925274473548,9,2500,2.308802649941875e+31,,14.071723700035363
15.765299822564074,124.89658038869291,9.009924684450956,9.180888689541419,9.691246859828707,127.3804095108794,125.94018863804433,1,-1,centre,71.97734977351381,-1,2500,1.837875783299288e+31,,14.237608700059354
7.535134204388136,129.01043347589848,9.905512647523114,12.58088868954142,10.641567930044749,131.15316298991243,127.91138134217098,1,0,candidate,72.34192663325666,10,2500,2.355813477558598e+31,,13.925872699939646
9.786623205897587,127.61275840206903,8.428032346835142,9.952440418347676,9.07825889109148,116.3804095108794,124.32904114572978,1,1,candidate,72.3173509879648,9,2500,1.987781640006843e+31,,14.126445100060664
17.312366762246068,119.8401490285653,7.609924684450956,12.58088868954142,10.71207499601153,124.3651893423667,134.8826621349892,1,2,candidate,72.76724382570619,24,2500,2.8530036321423295e+31,,14.140016099903733
22.798142838400455,132.72719858565648,7.727886228911622,9.633664381682392,8.480343662040134,133.2477306438345,121.54433242801451,1,3,candidate,72.44935324421142,14,2500,3.4536680092864525e+31,,14.068314099917188
5.765299822564074,122.55818562077883,8.980324947932534,12.496720576723089,10.399188905975462,123.50545831696384,125.44975190306293,1,4,candidate,72.55685438176343,16,2500,2.058595526956337e+31,,14.254810699960217
19.595419869009365,126.6806331839706,7.609924684450956,8.956001864976075,9.20810676754557,131.67655022110063,132.9099022063979,1,5,candidate,72.18783249294704,4,2500,2.1186088151747642e+31,,13.694135199999437
25.631716856629502,125.95832020173545,7.609924684450956,9.271032331223552,8.47052666686351,122.0183961045099,130.9549508980631,1,6,candidate,72.01909278283526,3,2500,1.893243893565977e+31,,13.68883110000752
13.246170841679444,129.06350479063488,9.08213204046875,9.344537954053607,10.578988907808995,116.3804095108794,124.08883275399725,1,7,candidate,73.08015339404692,28,2500,2.279443283277376e+31,,14.161646299995482
5.765299822564074,121.97517460302748,8.853037045539015,10.612086099382996,10.929703702385178,123.29556251840631,136.94018863804433,1,8,candidate,72.65042952444881,21,2500,3.0133502731086384e+31,,13.865258499979973
21.341096039069853,115.71131185607531,9.111007439008164,7.608323927150866,6.291246859828707,129.32577196069175,122.9887263998372,1,9,candidate,72.49832375179739,15,2500,3.145747580271704e+31,,22.116834299988113
13.75063097894428,135.8965803886929,8.625763168129076,9.639945025718925,10.711796805713279,134.22347986136035,122.6961381434534,1,10,candidate,73.2207937283053,30,2500,3.2655432345933345e+31,,25.321474700002
11.203036970740131,125.84401414888426,9.407427029688309,12.58088868954142,10.475679272653164,137.72310937798662,127.20194175967181,1,11,candidate,72.26318054318853,7,2500,2.886512357054551e+31,,25.75582379999105
19.188682774825804,126.04552806096194,9.572843454424516,5.780888689541419,6.291246859828707,127.20348282019238,136.94018863804433,1,12,candidate,72.66715409708328,23,2500,2.874127620534508e+31,,25.190211900044233
12.700243963903374,133.0540631678831,8.709540897407221,11.241514158502113,11.629849463806961,127.3681955703867,130.52917206044236,1,13,candidate,72.64012250492381,20,2500,2.540294062090071e+31,,25.23677229997702
13.127925917158397,127.78430730349731,8.9961491552471,8.657259233127677,8.841829837760294,125.34282710651541,125.18357636909518,1,14,candidate,71.7495050019445,0,2500,1.8701060811815827e+31,,25.345644399989396
11.79839401233945,135.8965803886929,8.005208134168784,8.67243010006016,8.7295185493006,128.636846092323,121.31894473267772,1,15,candidate,72.3701668182489,12,2500,3.2479787252448215e+31,,25.266504299943335
13.347659043392243,135.8965803886929,9.216981342740402,6.727516711329443,6.40701888892896,116.3804095108794,125.51418038661072,1,16,candidate,73.10323178974654,29,2500,4.241995373382803e+31,,25.13038369989954
19.767382510694517,123.58905988849294,9.21444841780209,9.146662815444339,8.420276016037253,136.9981810133672,119.62319827386469,1,17,candidate,72.59037117641715,19,2500,2.458762660707305e+31,,25.612949599977583
